tool;sol_version;type;name;insecure;error;ground_truth;filename
oyente;v8;ReentrantCodeParts;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\No\ReentrantCodeParts\FixedAddress\Bank.hex
oyente;v8;ReentrantCodeParts;Intermediary.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\No\ReentrantCodeParts\FixedAddress\Intermediary.hex
oyente;v8;ReentrantCodeParts;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\No\ReentrantCodeParts\UserDefinedAddress\Bank.hex
oyente;v8;ReentrantCodeParts;Intermediary.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\No\ReentrantCodeParts\UserDefinedAddress\Intermediary.hex
oyente;v8;NonVulnerable;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\NonVulnerable\FixedAddress\Bank.hex
oyente;v8;NonVulnerable;Intermediary.hex;;1;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\NonVulnerable\FixedAddress\Intermediary.hex
oyente;v8;NonVulnerable;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\NonVulnerable\UserDefinedAddress\Bank.hex
oyente;v8;NonVulnerable;Intermediary.hex;;1;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\NonVulnerable\UserDefinedAddress\Intermediary.hex
oyente;v8;Vulnerable;Bank.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\Vulnerable\EtherLoss\FixedAddress\Bank.hex
oyente;v8;Vulnerable;Intermediary.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\Vulnerable\EtherLoss\FixedAddress\Intermediary.hex
oyente;v8;Vulnerable;Bank.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Bank.hex
oyente;v8;Vulnerable;Intermediary.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Intermediary.hex
oyente;v8;Vulnerable;Bank.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Bank.hex
oyente;v8;Vulnerable;Intermediary.hex;;1;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Intermediary.hex
oyente;v8;Vulnerable;Bank.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Bank.hex
oyente;v8;Vulnerable;Intermediary.hex;;1;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CreateBasedReentrancy\v8\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Intermediary.hex
oyente;v4;NonReentrant;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\No\NonReentrant\Reentrancy.hex
oyente;v4;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\No\ReentrantCodeParts\FixedAddress\Reentrancy.hex
oyente;v4;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\No\ReentrantCodeParts\UserDefinedAddress\Reentrancy.hex
oyente;v4;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Possibly\Send\FixedAddress\Reentrancy.hex
oyente;v4;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Possibly\Send\UserDefinedAddress\Reentrancy.hex
oyente;v4;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Possibly\Transfer\FixedAddress\Reentrancy.hex
oyente;v4;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Possibly\Transfer\UserDefinedAddress\Reentrancy.hex
oyente;v4;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Reentrant\NonVulnerable\FixedAddress\Reentrancy.hex
oyente;v4;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Reentrant\NonVulnerable\UserDefinedAddress\Reentrancy.hex
oyente;v4;Vulnerable;Reentrancy.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Reentrant\Vulnerable\EtherLoss\FixedAddress\Reentrancy.hex
oyente;v4;Vulnerable;Reentrancy.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v4;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Reentrancy.hex
oyente;v4;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v4\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v5;NonReentrant;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\No\NonReentrant\Reentrancy.hex
oyente;v5;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\No\ReentrantCodeParts\FixedAddress\Reentrancy.hex
oyente;v5;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\No\ReentrantCodeParts\UserDefinedAddress\Reentrancy.hex
oyente;v5;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Possibly\Send\FixedAddress\Reentrancy.hex
oyente;v5;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Possibly\Send\UserDefinedAddress\Reentrancy.hex
oyente;v5;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Possibly\Transfer\FixedAddress\Reentrancy.hex
oyente;v5;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Possibly\Transfer\UserDefinedAddress\Reentrancy.hex
oyente;v5;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Reentrant\NonVulnerable\FixedAddress\Reentrancy.hex
oyente;v5;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Reentrant\NonVulnerable\UserDefinedAddress\Reentrancy.hex
oyente;v5;Vulnerable;Reentrancy.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Reentrant\Vulnerable\EtherLoss\FixedAddress\Reentrancy.hex
oyente;v5;Vulnerable;Reentrancy.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v5;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Reentrancy.hex
oyente;v5;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v5\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v6;NonReentrant;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\No\NonReentrant\Reentrancy.hex
oyente;v6;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\No\ReentrantCodeParts\FixedAddress\Reentrancy.hex
oyente;v6;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\No\ReentrantCodeParts\UserDefinedAddress\Reentrancy.hex
oyente;v6;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Possibly\Send\FixedAddress\Reentrancy.hex
oyente;v6;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Possibly\Send\UserDefinedAddress\Reentrancy.hex
oyente;v6;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Possibly\Transfer\FixedAddress\Reentrancy.hex
oyente;v6;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Possibly\Transfer\UserDefinedAddress\Reentrancy.hex
oyente;v6;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Reentrant\NonVulnerable\FixedAddress\Reentrancy.hex
oyente;v6;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Reentrant\NonVulnerable\UserDefinedAddress\Reentrancy.hex
oyente;v6;Vulnerable;Reentrancy.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Reentrant\Vulnerable\EtherLoss\FixedAddress\Reentrancy.hex
oyente;v6;Vulnerable;Reentrancy.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v6;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Reentrancy.hex
oyente;v6;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v6\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v7;NonReentrant;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\No\NonReentrant\Reentrancy.hex
oyente;v7;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\No\ReentrantCodeParts\FixedAddress\Reentrancy.hex
oyente;v7;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\No\ReentrantCodeParts\UserDefinedAddress\Reentrancy.hex
oyente;v7;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Possibly\Send\FixedAddress\Reentrancy.hex
oyente;v7;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Possibly\Send\UserDefinedAddress\Reentrancy.hex
oyente;v7;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Possibly\Transfer\FixedAddress\Reentrancy.hex
oyente;v7;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Possibly\Transfer\UserDefinedAddress\Reentrancy.hex
oyente;v7;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Reentrant\NonVulnerable\FixedAddress\Reentrancy.hex
oyente;v7;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Reentrant\NonVulnerable\UserDefinedAddress\Reentrancy.hex
oyente;v7;Vulnerable;Reentrancy.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Reentrant\Vulnerable\EtherLoss\FixedAddress\Reentrancy.hex
oyente;v7;Vulnerable;Reentrancy.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v7;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Reentrancy.hex
oyente;v7;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v7\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v8;NonReentrant;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\No\NonReentrant\Reentrancy.hex
oyente;v8;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\No\ReentrantCodeParts\FixedAddress\Reentrancy.hex
oyente;v8;ReentrantCodeParts;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\No\ReentrantCodeParts\UserDefinedAddress\Reentrancy.hex
oyente;v8;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Possibly\Send\FixedAddress\Reentrancy.hex
oyente;v8;Send;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Possibly\Send\UserDefinedAddress\Reentrancy.hex
oyente;v8;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Possibly\Transfer\FixedAddress\Reentrancy.hex
oyente;v8;Transfer;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Possibly\Transfer\UserDefinedAddress\Reentrancy.hex
oyente;v8;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Reentrant\NonVulnerable\FixedAddress\Reentrancy.hex
oyente;v8;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Reentrant\NonVulnerable\UserDefinedAddress\Reentrancy.hex
oyente;v8;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Reentrant\Vulnerable\EtherLoss\FixedAddress\Reentrancy.hex
oyente;v8;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v8;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Reentrancy.hex
oyente;v8;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\CrossFunctionReentrancy\v8\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v4;ReentrantCodeParts;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\No\ReentrantCodeParts\FixedAddress\Bank.hex
oyente;v4;ReentrantCodeParts;SafeSending.hex;1;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\No\ReentrantCodeParts\FixedAddress\SafeSending.hex
oyente;v4;ReentrantCodeParts;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\No\ReentrantCodeParts\UserDefinedAddress\Bank.hex
oyente;v4;ReentrantCodeParts;SafeSending.hex;1;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\No\ReentrantCodeParts\UserDefinedAddress\SafeSending.hex
oyente;v4;Send;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Possibly\Send\FixedAddress\Bank.hex
oyente;v4;Send;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Possibly\Send\FixedAddress\SafeSending.hex
oyente;v4;Send;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Possibly\Send\UserDefinedAddress\Bank.hex
oyente;v4;Send;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Possibly\Send\UserDefinedAddress\SafeSending.hex
oyente;v4;Transfer;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Possibly\Transfer\FixedAddress\Bank.hex
oyente;v4;Transfer;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Possibly\Transfer\FixedAddress\SafeSending.hex
oyente;v4;Transfer;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Possibly\Transfer\UserDefinedAddress\Bank.hex
oyente;v4;Transfer;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Possibly\Transfer\UserDefinedAddress\SafeSending.hex
oyente;v4;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\NonVulnerable\FixedAddress\Reentrancy.hex
oyente;v4;NonVulnerable;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\NonVulnerable\FixedAddress\SafeSending.hex
oyente;v4;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\NonVulnerable\UserDefinedAddress\Reentrancy.hex
oyente;v4;NonVulnerable;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\NonVulnerable\UserDefinedAddress\SafeSending.hex
oyente;v4;Vulnerable;Bank.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\Vulnerable\EtherLoss\FixedAddress\Bank.hex
oyente;v4;Vulnerable;SafeSending.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\Vulnerable\EtherLoss\FixedAddress\SafeSending.hex
oyente;v4;Vulnerable;Bank.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Bank.hex
oyente;v4;Vulnerable;SafeSending.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\SafeSending.hex
oyente;v4;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Reentrancy.hex
oyente;v4;Vulnerable;SafeSending.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\SafeSending.hex
oyente;v4;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v4;Vulnerable;SafeSending.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v4\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\SafeSending.hex
oyente;v5;ReentrantCodeParts;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\No\ReentrantCodeParts\FixedAddress\Bank.hex
oyente;v5;ReentrantCodeParts;SafeSending.hex;1;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\No\ReentrantCodeParts\FixedAddress\SafeSending.hex
oyente;v5;ReentrantCodeParts;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\No\ReentrantCodeParts\UserDefinedAddress\Bank.hex
oyente;v5;ReentrantCodeParts;SafeSending.hex;1;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\No\ReentrantCodeParts\UserDefinedAddress\SafeSending.hex
oyente;v5;Send;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Possibly\Send\FixedAddress\Bank.hex
oyente;v5;Send;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Possibly\Send\FixedAddress\SafeSending.hex
oyente;v5;Send;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Possibly\Send\UserDefinedAddress\Bank.hex
oyente;v5;Send;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Possibly\Send\UserDefinedAddress\SafeSending.hex
oyente;v5;Transfer;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Possibly\Transfer\FixedAddress\Bank.hex
oyente;v5;Transfer;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Possibly\Transfer\FixedAddress\SafeSending.hex
oyente;v5;Transfer;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Possibly\Transfer\UserDefinedAddress\Bank.hex
oyente;v5;Transfer;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Possibly\Transfer\UserDefinedAddress\SafeSending.hex
oyente;v5;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\NonVulnerable\FixedAddress\Reentrancy.hex
oyente;v5;NonVulnerable;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\NonVulnerable\FixedAddress\SafeSending.hex
oyente;v5;NonVulnerable;Reentrancy.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\NonVulnerable\UserDefinedAddress\Reentrancy.hex
oyente;v5;NonVulnerable;SafeSending.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\NonVulnerable\UserDefinedAddress\SafeSending.hex
oyente;v5;Vulnerable;Bank.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\Vulnerable\EtherLoss\FixedAddress\Bank.hex
oyente;v5;Vulnerable;SafeSending.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\Vulnerable\EtherLoss\FixedAddress\SafeSending.hex
oyente;v5;Vulnerable;Bank.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\Bank.hex
oyente;v5;Vulnerable;SafeSending.hex;1;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\Vulnerable\EtherLoss\UserDefinedAddress\SafeSending.hex
oyente;v5;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\Reentrancy.hex
oyente;v5;Vulnerable;SafeSending.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\Vulnerable\NoEtherLoss\FixedAddress\SafeSending.hex
oyente;v5;Vulnerable;Reentrancy.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\Reentrancy.hex
oyente;v5;Vulnerable;SafeSending.hex;0;;1;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v5\Reentrant\Vulnerable\NoEtherLoss\UserDefinedAddress\SafeSending.hex
oyente;v6;ReentrantCodeParts;Bank.hex;0;;0;\Users\Lisa\Documents\Uni\Diplomarbeit\testdata_new\DelegatedReentrancy\v6\No\ReentrantCodeParts\FixedAddress\Bank.hex
